Id,MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,Alley,MoSold,YrSold,SaleType,SaleCondition,Exterior1st,Exterior2nd,Utilities,SalePrice
271,60,RL,75.0,6759.0,Somerst,IR2,Mod,7,7,1928,1963,,,Fa,Fa,TA,Gd,No,GLQ,216,824,1017,Gd,Y,,1043,0,1987,1,1,2,1,3,TA,9,Min1,0,TA,Detchd,1980.0,RFn,0,553,,TA,Y,277,147,25,0,62,500,,,,,1,2009,WD,Normal,VinylSd,VinylSd,AllPub,189752.0
272,60,RL,83.0,11391.0,Somerst,Reg,Sev,10,7,1965,1988,BrkFace,0.0,Gd,Gd,TA,TA,No,ALQ,944,655,870,Gd,Y,SBrkr,884,1200,1587,1,1,2,1,1,Gd,4,Mod,2,Gd,Attchd,1995.0,RFn,3,541,TA,TA,Y,32,209,1,0,108,0,,,,,10,2009,New,Normal,VinylSd,VinylSd,AllPub,235120.0
273,60,RL,64.0,7111.0,CollgCr,IR2,Sev,9,5,1968,1985,Stone,200.0,TA,Gd,TA,Gd,No,ALQ,935,661,1070,Gd,Y,SBrkr,1887,900,609,0,0,1,0,3,TA,9,Mod,0,TA,Attchd,2005.0,Fin,2,870,TA,TA,Y,22,281,131,0,64,0,,,,,7,2010,WD,Normal,Wd Sdng,VinylSd,AllPub,193286.0
274,120,RL,71.0,7084.0,NAmes,Reg,Sev,7,7,1994,1976,BrkFace,200.0,Ex,Fa,Ex,TA,No,ALQ,1042,372,160,Gd,Y,SBrkr,566,1200,666,1,0,2,1,1,TA,4,Typ,2,TA,Attchd,1995.0,,3,855,,Gd,Y,154,254,34,0,66,0,,,,,10,2008,WD,Normal,VinylSd,VinylSd,AllPub,170304.0
275,120,RL,81.0,11723.0,Somerst,IR2,Gtl,9,8,1977,2006,Stone,,Gd,TA,TA,TA,Gd,GLQ,386,972,28,TA,Y,SBrkr,669,0,4248,0,0,2,0,5,TA,7,Typ,0,TA,Detchd,1995.0,RFn,0,208,TA,TA,Y,153,215,55,0,145,0,,,,Grvl,1,2008,WD,Normal,HdBoard,HdBoard,AllPub,300499.0
276,70,RM,105.0,6319.0,CollgCr,IR2,Mod,3,8,1925,1982,Stone,200.0,Fa,Fa,TA,TA,No,GLQ,758,890,198,Ex,Y,SBrkr,1011,900,1799,1,0,2,0,1,TA,8,Typ,0,,Detchd,2005.0,Fin,0,332,TA,TA,Y,21,159,103,0,5,500,,,,,7,2007,WD,Normal,HdBoard,VinylSd,AllPub,126535.0
277,70,RM,53.0,5850.0,CollgCr,Reg,Mod,6,3,1907,1955,BrkFace,200.0,Gd,TA,Ex,TA,No,GLQ,178,621,1695,TA,Y,SBrkr,728,0,3161,1,0,1,1,3,TA,8,Min1,2,TA,Detchd,1995.0,Fin,1,490,Gd,TA,Y,224,191,125,0,7,0,,,,,9,2007,WD,Normal,HdBoard,HdBoard,AllPub,247723.0
278,120,RL,34.0,10546.0,OldTown,IR1,Gtl,8,4,1939,1987,BrkFace,200.0,TA,TA,Ex,Gd,No,ALQ,888,111,595,Gd,Y,SBrkr,2160,900,693,0,1,3,0,5,TA,11,Typ,2,,Attchd,,Unf,0,24,TA,TA,Y,7,267,88,0,112,0,,,,,7,2010,WD,Normal,VinylSd,Wd Sdng,AllPub,148677.0
279,70,RL,60.0,4974.0,CollgCr,IR1,Sev,5,5,1947,2005,BrkFace,200.0,TA,Fa,TA,TA,Mn,Unf,119,310,284,TA,Y,SBrkr,1032,0,843,1,1,1,0,5,TA,8,Min1,0,,Detchd,1995.0,RFn,2,169,TA,TA,P,337,231,161,0,16,0,,,,,8,2008,WD,Normal,VinylSd,VinylSd,AllPub,115487.0
280,60,RL,72.0,7147.0,OldTown,IR2,Mod,3,8,1930,1967,BrkFace,0.0,TA,Gd,Ex,TA,Gd,Unf,553,23,1660,Gd,Y,SBrkr,872,0,3521,0,1,3,1,3,TA,9,Mod,1,Gd,Attchd,1980.0,Fin,3,191,TA,TA,Y,0,156,192,0,30,0,,,,,10,2006,WD,Normal,VinylSd,VinylSd,AllPub,283056.0
281,20,RL,73.0,8025.0,OldTown,IR2,Gtl,6,7,1978,1997,,0.0,Ex,Gd,Ex,TA,Av,ALQ,1105,773,681,Gd,Y,SBrkr,1370,900,3997,1,0,1,1,1,TA,10,Mod,1,,Detchd,1995.0,Unf,0,798,TA,TA,Y,137,40,82,0,69,500,,,,,2,2008,New,Normal,Wd Sdng,HdBoard,AllPub,312374.0
282,70,RL,72.0,5981.0,CollgCr,IR1,Gtl,3,3,1931,1979,Stone,200.0,Fa,TA,TA,TA,Av,ALQ,766,251,1550,Gd,Y,SBrkr,2190,600,4085,0,1,3,0,3,Gd,5,Typ,0,Gd,,1980.0,Unf,3,209,,TA,Y,338,213,129,0,95,0,,MnPrv,,,9,2007,WD,Normal,VinylSd,VinylSd,AllPub,290971.0
283,20,RL,94.0,6405.0,CollgCr,Reg,Mod,6,6,1986,2010,Stone,200.0,Fa,Gd,TA,Gd,No,ALQ,1188,434,490,Ex,Y,SBrkr,1605,600,2942,1,0,2,1,5,TA,10,Typ,1,,Detchd,1995.0,RFn,1,112,TA,Gd,N,111,269,80,0,49,0,,MnPrv,,,9,2007,WD,Normal,HdBoard,VinylSd,AllPub,213199.0
284,70,RL,90.0,10935.0,NAmes,IR2,Mod,6,7,2005,2001,Stone,,Ex,Fa,TA,TA,Av,GLQ,76,350,46,Ex,Y,SBrkr,2037,900,2970,1,0,1,0,1,TA,5,Typ,2,,Attchd,1980.0,RFn,3,310,TA,TA,Y,247,137,99,0,33,0,,,,,5,2009,WD,Normal,VinylSd,VinylSd,AllPub,234865.0
285,20,RL,69.0,9776.0,NAmes,IR2,Mod,8,6,1978,1994,Stone,200.0,TA,Gd,TA,TA,Mn,Unf,956,521,721,Gd,Y,FuseA,516,900,2873,1,0,3,1,1,Gd,11,Mod,0,,Attchd,1995.0,Unf,0,411,TA,TA,Y,59,6,150,0,40,0,,,,,12,2010,WD,Partial,Wd Sdng,VinylSd,AllPub,248463.0
286,120,RL,61.0,6743.0,Somerst,IR1,Mod,8,4,1947,1955,BrkFace,100.0,Ex,TA,Ex,TA,Gd,ALQ,685,675,1357,Ex,Y,SBrkr,1425,0,1133,0,1,1,0,4,TA,5,Typ,2,,Attchd,1995.0,Fin,1,22,Gd,TA,N,193,98,192,0,72,0,,,,,5,2009,WD,Normal,Wd Sdng,HdBoard,AllPub,180060.0
287,120,RL,63.0,10497.0,OldTown,IR1,Mod,8,6,1989,1993,BrkFace,100.0,Gd,TA,TA,TA,No,GLQ,526,856,1858,Ex,Y,SBrkr,1159,900,1827,0,1,3,1,3,TA,3,Min1,1,,Attchd,2005.0,Unf,3,591,TA,TA,Y,28,248,55,0,79,0,,,,,12,2009,WD,Normal,Wd Sdng,HdBoard,AllPub,279199.0
288,20,RL,63.0,14126.0,NAmes,Reg,Mod,9,8,1989,1984,Stone,0.0,TA,Gd,TA,Gd,No,ALQ,404,264,438,TA,Y,SBrkr,892,900,3320,0,1,3,1,2,Gd,4,Min1,0,Gd,,1980.0,Fin,1,271,,TA,P,135,7,7,0,74,0,,,,,4,2009,WD,Normal,VinylSd,VinylSd,AllPub,312200.0
289,120,RL,65.0,6095.0,NAmes,IR2,Gtl,6,8,1959,1959,BrkFace,0.0,TA,Gd,,TA,No,,424,732,635,Gd,Y,FuseA,1031,600,1015,0,1,1,0,2,TA,7,Min1,1,Gd,Detchd,2005.0,Fin,0,715,TA,TA,Y,106,278,171,0,66,500,,,,,4,2007,WD,Normal,Wd Sdng,Wd Sdng,AllPub,162916.0
290,60,RL,39.0,9121.0,Somerst,IR1,Gtl,9,8,1916,2000,BrkFace,,Fa,Fa,TA,TA,Av,GLQ,91,905,1470,Ex,Y,SBrkr,1665,900,2012,1,1,3,1,3,TA,7,Mod,2,TA,Attchd,1980.0,RFn,3,753,TA,TA,Y,235,129,29,0,24,0,,MnPrv,,,7,2006,New,Normal,Wd Sdng,Wd Sdng,AllPub,275286.0
291,20,RL,61.0,16204.0,Somerst,IR2,Gtl,3,6,1913,1986,Stone,0.0,Gd,TA,TA,TA,No,ALQ,1194,426,1829,Ex,Y,SBrkr,1340,1200,4242,1,0,3,1,2,Gd,3,Typ,0,,Attchd,1995.0,Fin,0,530,,Gd,Y,138,192,57,0,149,0,,,,,2,2009,WD,Normal,Wd Sdng,VinylSd,AllPub,257082.0
292,120,RL,62.0,10757.0,NAmes,IR2,Sev,6,6,1950,1951,BrkFace,,TA,Fa,Gd,TA,Av,Unf,530,720,305,Gd,N,SBrkr,1293,0,3054,0,1,1,1,4,Gd,3,Mod,2,Gd,Attchd,1995.0,Unf,0,149,TA,TA,Y,369,57,97,0,35,0,,,,,3,2008,New,Abnorml,Wd Sdng,VinylSd,AllPub,236027.0
293,120,RL,66.0,11430.0,Somerst,IR2,Mod,5,3,1907,2004,BrkFace,0.0,TA,Fa,TA,TA,No,GLQ,7,398,38,Ex,Y,SBrkr,1110,0,1274,1,0,1,1,5,Gd,3,Mod,2,Gd,,2005.0,Unf,0,71,,,Y,324,143,131,0,2,500,,,,,11,2010,WD,Normal,VinylSd,Wd Sdng,AllPub,114045.0
294,20,RL,65.0,8433.0,NAmes,Reg,Gtl,10,5,1951,1993,,200.0,Fa,TA,Ex,Gd,Av,GLQ,949,985,989,TA,N,SBrkr,971,0,2644,0,1,3,1,4,TA,3,Min1,2,,Detchd,1995.0,Unf,0,755,TA,TA,Y,51,130,38,0,133,0,,,,,9,2007,WD,Partial,VinylSd,HdBoard,AllPub,298679.0
295,70,RL,83.0,7049.0,Somerst,IR2,Gtl,3,3,1905,1998,,0.0,Fa,TA,TA,TA,Av,GLQ,904,542,512,Gd,Y,SBrkr,1183,1200,2167,0,0,1,0,4,Gd,5,Typ,2,,Attchd,,Fin,0,203,TA,TA,Y,325,276,32,0,61,0,,MnPrv,,,10,2009,WD,Normal,VinylSd,VinylSd,AllPub,158590.0
296,120,RL,59.0,12620.0,OldTown,Reg,Gtl,4,5,1968,1962,Stone,0.0,Gd,TA,TA,TA,No,ALQ,1008,966,1135,Gd,Y,SBrkr,1944,0,1736,1,1,2,0,2,Gd,7,Typ,1,,Attchd,1980.0,Unf,2,844,TA,TA,N,337,287,112,0,19,0,,,,,5,2007,WD,Normal,HdBoard,HdBoard,AllPub,203969.0
297,120,RL,61.0,10896.0,NAmes,IR2,Mod,7,8,1945,1975,BrkFace,0.0,Ex,TA,TA,TA,No,GLQ,961,29,1331,TA,Y,SBrkr,673,600,2460,0,0,1,1,4,TA,4,Typ,2,Gd,Attchd,1980.0,RFn,1,230,TA,TA,Y,164,223,145,0,83,0,,,,,8,2008,WD,Normal,HdBoard,VinylSd,AllPub,273607.0
298,60,FV,81.0,8818.0,Somerst,IR1,Mod,8,8,1974,1970,Stone,0.0,TA,TA,,TA,No,ALQ,146,809,1673,Ex,Y,SBrkr,1292,900,2362,0,1,1,0,1,TA,8,Mod,2,Gd,Detchd,,Fin,3,218,TA,TA,N,193,220,139,0,23,500,,,,,11,2010,New,Abnorml,HdBoard,HdBoard,AllPub,285728.0
299,120,RL,65.0,7788.0,Somerst,IR1,Gtl,3,8,1957,2003,,200.0,Ex,TA,TA,Gd,No,GLQ,90,589,1549,Ex,Y,SBrkr,2050,0,4138,0,1,2,0,3,TA,6,Min1,1,,Attchd,1995.0,,1,524,,TA,Y,371,250,124,0,14,0,,,,,9,2008,WD,Normal,HdBoard,Wd Sdng,AllPub,310310.0
300,120,RM,74.0,5301.0,OldTown,IR1,Mod,4,8,1943,1950,BrkFace,0.0,TA,TA,Gd,TA,No,GLQ,81,885,1267,Ex,Y,SBrkr,1819,600,2391,1,0,1,1,2,Gd,3,Min1,2,,Attchd,1995.0,Unf,2,762,TA,TA,Y,13,141,47,0,72,500,,MnPrv,,,5,2009,WD,Normal,HdBoard,HdBoard,AllPub,186352.0
301,20,RL,83.0,9384.0,OldTown,IR1,Gtl,3,4,1975,1962,BrkFace,200.0,Gd,Fa,Ex,Gd,No,GLQ,654,370,1864,Ex,Y,SBrkr,2173,0,4260,1,0,3,0,5,Ex,3,Typ,2,Gd,Detchd,1980.0,RFn,2,703,TA,Gd,Y,178,79,16,0,56,500,,,,,1,2009,WD,Normal,Wd Sdng,HdBoard,AllPub,318234.0
302,20,RM,78.0,7277.0,NAmes,IR2,Gtl,8,8,1921,1970,BrkFace,0.0,Gd,Fa,Gd,TA,,ALQ,465,336,775,Gd,Y,SBrkr,2158,600,3093,1,0,2,1,1,Ex,4,Mod,1,TA,,,RFn,2,667,TA,TA,Y,22,44,34,0,42,0,,MnPrv,,,1,2010,WD,Normal,VinylSd,VinylSd,AllPub,271577.0
303,20,FV,75.0,8608.0,Somerst,Reg,Sev,6,6,1942,1952,,0.0,Ex,TA,TA,TA,Av,Unf,945,730,769,TA,Y,SBrkr,2001,0,4486,1,0,2,0,1,TA,10,Mod,2,,Attchd,2005.0,RFn,1,235,TA,TA,Y,396,72,131,0,145,0,,,,,12,2006,WD,Partial,HdBoard,VinylSd,AllPub,319389.0
304,60,RL,66.0,10952.0,NAmes,IR1,Gtl,6,7,2003,2000,,200.0,TA,TA,Ex,TA,Mn,ALQ,464,403,1910,Gd,Y,SBrkr,518,1200,2546,1,0,2,0,4,Gd,8,Min1,1,Gd,,2005.0,Unf,3,528,TA,TA,Y,377,191,148,0,76,500,,,,,1,2009,New,Normal,Wd Sdng,VinylSd,AllPub,294217.0
305,20,RL,84.0,11453.0,CollgCr,Reg,Sev,8,7,1963,1972,,200.0,Gd,TA,TA,TA,Av,Unf,847,755,325,Ex,Y,SBrkr,973,1200,4425,1,0,1,1,3,Gd,4,Min1,0,Gd,Attchd,2005.0,Unf,3,22,TA,Gd,Y,20,102,189,0,139,0,,,Shed,,10,2009,WD,Normal,Wd Sdng,VinylSd,AllPub,318055.0
306,20,RL,74.0,11111.0,NAmes,IR1,Gtl,3,3,1940,1954,BrkFace,0.0,Ex,TA,TA,TA,Av,Unf,1024,814,1072,Gd,Y,SBrkr,1627,900,3346,1,0,2,1,4,TA,11,Typ,0,Gd,Detchd,1980.0,Unf,3,742,TA,Gd,Y,340,28,65,0,138,0,,,,,4,2008,WD,Normal,Wd Sdng,Wd Sdng,AllPub,268496.0
307,60,RL,60.0,17615.0,Somerst,IR2,Sev,6,7,2002,1965,,100.0,TA,Fa,TA,TA,No,Unf,698,159,1289,Gd,Y,SBrkr,1154,1200,3952,0,0,2,1,5,Gd,3,Typ,0,,Detchd,2005.0,Unf,1,234,TA,TA,Y,201,47,116,0,140,500,,,,,11,2007,New,Normal,VinylSd,HdBoard,AllPub,319901.0
308,70,FV,67.0,12702.0,Somerst,IR2,Sev,3,5,1913,2005,Stone,100.0,Gd,Gd,Gd,TA,No,Unf,704,470,679,Gd,Y,SBrkr,552,1200,3977,0,1,1,0,3,TA,6,Mod,1,Gd,Attchd,1980.0,Fin,0,357,TA,TA,Y,375,294,53,0,117,500,,,,,6,2006,WD,Normal,Wd Sdng,Wd Sdng,AllPub,224615.0
309,70,RM,46.0,7159.0,NAmes,IR1,Gtl,7,7,1926,1980,Stone,0.0,Ex,Fa,Gd,TA,Mn,Unf,375,618,1548,TA,Y,SBrkr,732,0,4141,0,1,2,0,3,Gd,5,Min1,2,,Detchd,2005.0,RFn,0,636,TA,TA,Y,132,119,193,0,1,0,,,,,5,2007,WD,Normal,VinylSd,HdBoard,AllPub,325966.0
310,60,FV,51.0,7006.0,CollgCr,IR1,Gtl,5,8,1959,1976,Stone,100.0,TA,TA,Ex,,No,GLQ,947,396,465,Ex,Y,SBrkr,1410,0,3754,0,1,1,1,1,Gd,6,Typ,2,,,1995.0,,1,801,TA,TA,Y,60,41,0,0,13,500,,,,,7,2007,WD,Normal,HdBoard,Wd Sdng,AllPub,271106.0
311,120,RL,32.0,18006.0,NAmes,IR2,Sev,7,4,1987,1992,BrkFace,0.0,Gd,Fa,Ex,,Mn,ALQ,954,117,603,TA,Y,FuseA,539,1200,2742,1,1,1,1,1,Gd,11,Min1,1,TA,Attchd,1980.0,Unf,2,378,Gd,Gd,Y,305,77,18,0,36,0,,,,,11,2009,WD,Normal,HdBoard,HdBoard,AllPub,295958.0
312,70,RL,56.0,7339.0,Somerst,IR2,Mod,3,3,1922,1980,,0.0,TA,Fa,Gd,Gd,No,Unf,193,87,1267,Gd,Y,SBrkr,836,0,890,1,0,2,1,1,TA,10,Min1,0,Gd,Attchd,1980.0,RFn,3,220,TA,TA,Y,389,168,24,0,130,0,,,,,2,2007,WD,Normal,HdBoard,HdBoard,AllPub,149909.0
313,70,RM,97.0,8838.0,Somerst,IR2,Gtl,4,8,1912,1986,,200.0,Ex,TA,Gd,TA,Av,,198,991,1231,TA,Y,FuseA,2151,1200,2494,1,0,3,1,3,Ex,7,Min1,0,TA,Detchd,2005.0,Unf,0,546,TA,TA,Y,170,53,131,0,18,0,,,,,12,2010,WD,Partial,HdBoard,Wd Sdng,AllPub,200732.0
314,120,RL,59.0,15115.0,Somerst,Reg,Gtl,8,5,1988,1967,BrkFace,0.0,Ex,Gd,Gd,Gd,No,Unf,62,313,576,Ex,Y,SBrkr,2101,0,3902,1,0,2,0,1,TA,5,Mod,0,Gd,Attchd,1980.0,Fin,3,144,TA,TA,Y,46,247,157,0,33,500,,,Shed,,6,2006,WD,Normal,Wd Sdng,HdBoard,AllPub,339241.0
315,120,RL,86.0,14982.0,OldTown,IR1,Gtl,10,8,1943,2002,Stone,0.0,Ex,Fa,Gd,TA,Gd,ALQ,812,805,1231,TA,Y,SBrkr,1896,600,2488,1,0,1,1,5,TA,6,Typ,1,,Detchd,1980.0,Fin,0,4,TA,TA,Y,22,91,115,0,5,0,,,,,7,2006,WD,Partial,VinylSd,Wd Sdng,AllPub,300927.0
316,20,FV,70.0,8810.0,CollgCr,IR2,Mod,6,8,1975,2007,BrkFace,200.0,TA,Fa,TA,TA,Av,GLQ,1143,240,1816,TA,Y,SBrkr,886,0,1714,1,0,1,0,2,Ex,10,Min1,2,Gd,Detchd,1980.0,Fin,1,8,TA,,N,143,24,87,0,58,0,,,,,4,2010,WD,Normal,HdBoard,Wd Sdng,AllPub,188398.0
317,20,RL,56.0,9629.0,Somerst,IR1,Sev,4,4,1975,1959,BrkFace,0.0,Ex,Gd,TA,TA,Mn,GLQ,177,365,640,Ex,Y,SBrkr,2128,1200,3097,0,0,3,0,1,TA,5,Typ,2,Gd,Detchd,1980.0,Fin,1,873,TA,TA,Y,312,39,91,0,129,0,,MnPrv,,,7,2007,WD,Normal,VinylSd,Wd Sdng,AllPub,219936.0
318,120,RM,97.0,5483.0,Somerst,Reg,Sev,8,4,1965,1962,BrkFace,0.0,Ex,Gd,Ex,TA,Gd,GLQ,25,389,1387,TA,Y,SBrkr,913,1200,1600,0,0,3,0,1,TA,5,Typ,0,,Attchd,1980.0,RFn,1,837,TA,TA,Y,157,196,166,0,95,500,,,,,6,2008,WD,Normal,HdBoard,Wd Sdng,AllPub,237303.0
319,60,RL,82.0,6819.0,Somerst,IR2,Gtl,10,6,1973,1988,Stone,0.0,TA,TA,Ex,Gd,No,ALQ,460,987,400,Ex,Y,SBrkr,696,0,2242,1,1,1,1,3,Gd,6,Min1,1,,Attchd,1995.0,,1,449,,TA,Y,11,85,45,0,25,0,,,,,10,2009,WD,Abnorml,VinylSd,VinylSd,AllPub,248327.0
320,20,RL,35.0,8026.0,OldTown,IR1,Sev,8,7,1901,1997,BrkFace,0.0,Fa,TA,TA,TA,No,GLQ,832,702,1401,TA,Y,SBrkr,1959,1200,4492,1,1,1,1,2,Gd,8,Min1,2,TA,Attchd,1995.0,Unf,0,631,TA,TA,Y,323,147,111,0,110,0,,,,,7,2008,WD,Normal,HdBoard,Wd Sdng,AllPub,310724.0
321,60,RL,91.0,8940.0,OldTown,IR1,Sev,3,3,1918,2002,,200.0,Gd,TA,Gd,TA,No,Unf,1126,907,527,TA,Y,SBrkr,2190,1200,4404,0,1,2,1,5,Gd,3,Typ,1,,Detchd,1980.0,Fin,1,749,TA,Gd,Y,348,169,130,0,17,0,,,,,6,2006,WD,Normal,VinylSd,Wd Sdng,AllPub,300257.0
322,60,RL,49.0,8127.0,OldTown,Reg,Mod,3,4,1946,1982,Stone,0.0,TA,TA,Gd,TA,Av,Unf,493,775,540,Ex,N,SBrkr,2019,900,4117,0,0,1,1,2,TA,7,Typ,1,,,1995.0,Fin,0,621,Gd,Gd,Y,50,171,154,0,98,0,,,,,12,2010,New,Partial,Wd Sdng,HdBoard,AllPub,246120.0
323,60,RL,66.0,9374.0,CollgCr,IR1,Mod,7,4,1974,1988,,0.0,Gd,TA,,TA,No,,85,762,13,TA,Y,FuseA,2115,1200,650,0,0,3,0,3,Gd,4,Typ,2,,Attchd,1980.0,Fin,2,289,TA,,Y,287,156,91,0,143,0,,,,,5,2007,WD,Normal,HdBoard,Wd Sdng,AllPub,155847.0
324,60,RL,83.0,17289.0,CollgCr,Reg,Gtl,6,5,1960,1969,,0.0,Ex,Fa,,Gd,No,Unf,507,463,300,Gd,Y,SBrkr,1698,900,3263,0,1,3,0,3,Gd,10,Mod,1,TA,Attchd,1980.0,Unf,1,734,TA,,Y,0,142,168,0,61,0,,,,,11,2008,WD,Partial,VinylSd,Wd Sdng,AllPub,243227.0
325,60,RL,64.0,10294.0,CollgCr,IR2,Sev,4,4,1924,1955,BrkFace,0.0,Fa,Gd,Ex,,Av,GLQ,711,328,1715,Ex,Y,SBrkr,543,900,3840,1,1,1,1,3,TA,5,Mod,1,,Detchd,1980.0,Fin,3,770,TA,TA,Y,75,157,48,0,128,0,,,,,8,2009,WD,Normal,HdBoard,HdBoard,AllPub,316737.0
326,60,RM,92.0,9824.0,CollgCr,IR2,Sev,8,4,1984,1991,BrkFace,100.0,TA,Fa,TA,TA,No,Unf,1148,179,168,Ex,Y,SBrkr,1997,0,4566,1,0,1,0,3,Gd,9,Mod,1,TA,Attchd,2005.0,Unf,3,262,TA,,Y,254,218,118,0,121,0,,,,,4,2006,WD,Normal,HdBoard,VinylSd,AllPub,334527.0
327,60,RL,85.0,8960.0,NAmes,IR2,Mod,3,8,1956,1972,Stone,0.0,Ex,Gd,,TA,Mn,Unf,180,592,1107,Ex,Y,SBrkr,1658,0,2428,0,0,3,1,2,TA,9,Mod,0,,Attchd,,Fin,0,66,TA,TA,Y,347,219,78,0,13,0,,,,,1,2009,WD,Normal,VinylSd,Wd Sdng,AllPub,171373.0
328,120,RL,38.0,8505.0,CollgCr,IR2,Mod,10,8,1937,1998,BrkFace,,Fa,TA,Ex,Gd,Mn,GLQ,809,130,1856,Ex,Y,SBrkr,2105,1200,3626,0,1,3,1,4,Gd,8,Min1,1,,Attchd,1995.0,Fin,1,716,Gd,TA,Y,373,11,7,0,104,500,,MnPrv,,,4,2009,,Normal,VinylSd,HdBoard,AllPub,357634.0
329,70,RM,61.0,12963.0,NAmes,Reg,Gtl,3,5,1913,1966,BrkFace,,Gd,TA,TA,TA,No,ALQ,432,654,579,TA,Y,SBrkr,821,1200,1418,1,1,3,1,3,TA,8,Typ,1,TA,Attchd,2005.0,Fin,0,500,Gd,TA,Y,293,230,132,0,38,500,,,,,4,2007,New,Abnorml,HdBoard,Wd Sdng,AllPub,154911.0
330,120,RL,76.0,6652.0,CollgCr,Reg,Sev,10,8,2002,2003,,0.0,Ex,TA,Gd,TA,No,Unf,972,169,1178,TA,Y,SBrkr,629,0,4555,1,0,3,1,3,TA,7,Mod,1,TA,Detchd,1980.0,Unf,0,738,TA,TA,Y,273,98,125,0,36,0,,,,,2,2008,WD,Normal,VinylSd,HdBoard,AllPub,411418.0
331,20,,59.0,8624.0,CollgCr,IR2,Sev,9,5,1982,2009,BrkFace,0.0,Gd,Fa,Ex,TA,No,Unf,134,605,1981,Gd,Y,SBrkr,882,600,1901,0,0,1,1,5,TA,4,Mod,0,,Attchd,1980.0,Fin,0,592,TA,TA,Y,16,278,118,0,107,0,,,,,8,2006,WD,Normal,VinylSd,HdBoard,AllPub,266797.0
332,60,RM,66.0,6446.0,CollgCr,IR2,Gtl,6,6,1949,1953,,0.0,TA,TA,TA,Gd,Mn,GLQ,365,110,1296,Ex,Y,SBrkr,1055,0,675,1,1,1,0,3,Gd,3,Mod,1,,Detchd,2005.0,Fin,0,553,TA,TA,N,77,184,82,0,139,500,,,,,10,2010,WD,Normal,Wd Sdng,Wd Sdng,AllPub,165172.0
333,120,RM,86.0,9192.0,NAmes,IR1,Mod,4,7,1955,1965,BrkFace,0.0,Gd,Fa,TA,TA,Gd,GLQ,1093,659,1989,Gd,Y,FuseA,922,600,949,0,0,3,1,5,TA,5,Typ,1,Gd,Attchd,2005.0,Fin,0,64,TA,TA,Y,122,238,186,0,9,0,,,,,10,2006,New,Normal,VinylSd,HdBoard,AllPub,125159.0
334,60,RL,76.0,9281.0,CollgCr,IR1,Gtl,7,8,1909,1951,Stone,0.0,TA,Fa,TA,TA,,Unf,18,858,1376,Ex,Y,SBrkr,978,900,2189,1,1,1,1,5,TA,7,Typ,1,Gd,Attchd,2005.0,Fin,3,854,TA,TA,Y,334,12,155,0,93,0,,,Shed,,12,2007,WD,Normal,Wd Sdng,HdBoard,AllPub,244054.0
335,70,RL,52.0,11804.0,CollgCr,IR1,Mod,9,7,1905,1969,Stone,0.0,Ex,Gd,TA,TA,Mn,GLQ,1192,921,1815,TA,Y,SBrkr,1703,900,1642,1,1,2,1,2,TA,5,Mod,1,TA,Detchd,1980.0,Unf,2,389,,Gd,Y,135,53,124,0,22,500,,,,,1,2010,WD,Partial,HdBoard,VinylSd,AllPub,259531.0
336,120,RL,73.0,12827.0,CollgCr,IR2,Gtl,10,5,1947,1966,Stone,0.0,TA,Fa,Gd,TA,No,Unf,381,293,720,Gd,Y,SBrkr,1734,900,1762,1,0,1,0,3,TA,4,Typ,1,TA,Attchd,1980.0,Unf,0,576,TA,TA,Y,350,39,101,0,129,500,,,,,9,2009,WD,Partial,HdBoard,HdBoard,AllPub,247204.0
337,70,RL,58.0,10926.0,Somerst,IR1,Gtl,3,3,1901,1953,BrkFace,200.0,Fa,Gd,Gd,TA,Gd,GLQ,653,539,1043,TA,Y,SBrkr,734,900,1645,1,0,3,1,1,TA,5,Min1,2,Gd,Attchd,1995.0,Fin,0,828,TA,TA,Y,161,55,119,0,13,0,,,,,2,2009,WD,Normal,Wd Sdng,HdBoard,AllPub,123841.0
338,120,RL,46.0,14569.0,NAmes,IR2,Mod,3,8,1992,1970,Stone,,TA,Gd,Gd,TA,Gd,GLQ,977,504,917,Ex,Y,SBrkr,1782,1200,4032,0,1,3,0,4,TA,3,Min1,0,Gd,Attchd,2005.0,Unf,2,801,Gd,,Y,195,241,139,0,97,0,,,,,2,2009,WD,Normal,HdBoard,HdBoard,AllPub,278209.0
